sr_max_distance_atr,sr_sl_atr_mult,major_only,btc_rsi_floor,mt_not_downtrend,relative_volume,rsi_cap,min_token_rsi,min_confluence,min_touches,tp_cascade,min_rr,max_hold_days,cascade_skipped,n_published,n_filled,fill_rate_pct,win_rate_pct,avg_win_pct,avg_loss_pct,avg_pnl_filled_pct,expectancy_per_signal_pct,score,n_tp,n_sl,n_timeout
2.0,0.5,True,0.0,True,False,0.0,60.0,0.0,0,False,2.0,7,0,413,228,55.21,35.53,7.181,-3.111,0.545,0.301,4.544,62,146,16
2.0,0.5,True,0.0,True,False,0.0,60.0,0.0,0,False,2.0,14,0,413,228,55.21,31.14,8.594,-3.138,0.516,0.285,4.297,65,156,3
2.0,0.5,True,50.0,True,False,0.0,60.0,0.0,0,False,2.0,7,0,383,210,54.83,34.29,7.085,-3.062,0.417,0.228,3.311,58,137,11
2.0,0.5,True,50.0,True,False,0.0,60.0,0.0,0,False,2.0,14,0,383,210,54.83,30.95,8.038,-3.047,0.384,0.21,3.05,61,144,1
2.0,0.5,True,0.0,True,False,0.0,60.0,0.0,0,True,2.0,7,134,408,226,55.39,31.42,7.839,-3.097,0.339,0.188,2.821,46,154,22
2.0,0.5,False,0.0,False,True,0.0,0.0,0.0,0,False,2.0,14,0,430,270,62.79,28.52,9.996,-3.585,0.288,0.181,2.975,73,193,3
3.0,0.5,True,0.0,False,False,80.0,0.0,0.0,0,False,2.0,7,0,1078,623,57.79,32.58,8.277,-3.538,0.311,0.18,4.493,148,413,56
2.0,0.5,True,0.0,True,False,0.0,60.0,0.0,0,True,2.0,14,134,408,226,55.39,26.11,10.074,-3.125,0.321,0.178,2.672,50,166,6
3.0,0.5,True,0.0,True,False,0.0,60.0,0.0,3,False,2.0,14,0,383,203,53.0,28.08,8.838,-3.033,0.3,0.159,2.267,51,143,5
3.0,0.5,True,0.0,True,False,0.0,60.0,50.0,3,False,2.0,14,0,383,203,53.0,28.08,8.838,-3.033,0.3,0.159,2.267,51,143,5
2.0,0.5,True,0.0,True,False,0.0,60.0,0.0,3,False,2.0,7,0,370,207,55.95,32.37,7.149,-3.009,0.279,0.156,2.244,52,138,14
2.0,0.5,True,0.0,True,False,0.0,60.0,50.0,3,False,2.0,7,0,370,207,55.95,32.37,7.149,-3.009,0.279,0.156,2.244,52,138,14
3.0,0.5,False,0.0,False,True,0.0,0.0,0.0,0,False,2.0,14,0,436,263,60.32,28.14,10.067,-3.592,0.251,0.151,2.454,69,189,4
2.0,1.0,True,50.0,False,False,0.0,60.0,0.0,0,False,2.0,7,0,522,290,55.56,46.9,7.029,-5.698,0.271,0.15,2.561,99,127,59
3.0,0.5,True,0.0,True,False,0.0,60.0,0.0,3,False,2.0,7,0,383,203,53.0,32.02,7.172,-2.963,0.282,0.149,2.13,49,135,15
3.0,0.5,True,0.0,True,False,0.0,60.0,50.0,3,False,2.0,7,0,383,203,53.0,32.02,7.172,-2.963,0.282,0.149,2.13,49,135,15
2.0,0.5,True,0.0,True,False,0.0,60.0,0.0,3,False,2.0,14,0,370,207,55.95,28.5,8.592,-3.08,0.247,0.138,1.985,54,146,4
2.0,0.5,True,0.0,True,False,0.0,60.0,50.0,3,False,2.0,14,0,370,207,55.95,28.5,8.592,-3.08,0.247,0.138,1.985,54,146,4
2.0,0.5,True,50.0,True,False,0.0,60.0,0.0,0,True,2.0,7,131,378,207,54.76,29.95,7.927,-3.033,0.25,0.137,1.97,42,144,17
2.0,0.5,True,50.0,True,False,0.0,60.0,0.0,0,True,2.0,14,131,378,207,54.76,25.6,9.681,-3.023,0.23,0.126,1.81,46,153,4
3.0,0.5,True,0.0,True,False,0.0,60.0,0.0,0,False,2.0,14,0,426,221,51.88,28.51,8.701,-3.144,0.233,0.121,1.796,57,156,3
2.0,0.5,True,0.0,False,False,0.0,60.0,0.0,0,False,2.0,7,0,555,309,55.68,32.69,7.518,-3.332,0.215,0.12,2.101,77,204,24
2.0,0.5,False,0.0,False,True,80.0,0.0,0.0,0,False,2.0,14,0,408,255,62.5,27.06,10.428,-3.617,0.184,0.115,1.833,65,186,3
2.0,1.0,True,0.0,False,False,0.0,60.0,0.0,0,False,2.0,7,0,555,309,55.68,46.6,7.083,-5.813,0.197,0.11,1.929,102,139,63
2.0,0.5,True,0.0,True,False,80.0,60.0,0.0,0,False,2.0,7,0,396,229,57.83,33.19,6.789,-3.09,0.188,0.109,1.649,56,152,18
2.0,0.5,True,50.0,True,False,80.0,60.0,0.0,0,False,2.0,7,0,367,207,56.4,32.37,6.9,-3.026,0.187,0.105,1.514,54,139,11
3.0,0.5,True,50.0,True,False,0.0,60.0,0.0,0,False,2.0,14,0,398,205,51.51,28.78,8.245,-3.051,0.2,0.103,1.476,55,144,1
3.0,0.5,False,0.0,True,False,0.0,60.0,0.0,0,True,2.0,14,74,435,245,56.32,25.31,9.938,-3.136,0.172,0.097,1.521,55,181,6
3.0,0.5,True,0.0,False,False,80.0,0.0,0.0,0,False,2.0,14,0,1078,623,57.79,28.89,9.373,-3.577,0.165,0.095,2.376,164,434,18
3.0,0.5,True,0.0,True,False,0.0,60.0,0.0,0,False,2.0,7,0,426,221,51.88,32.13,7.086,-3.089,0.18,0.094,1.391,54,148,14
2.0,0.5,True,50.0,False,False,0.0,60.0,0.0,0,False,2.0,7,0,522,290,55.56,31.72,7.578,-3.275,0.168,0.093,1.59,72,194,20
3.0,0.5,True,0.0,False,False,0.0,0.0,0.0,0,False,2.0,7,0,1100,620,56.36,32.74,7.891,-3.6,0.162,0.091,2.278,148,410,55
3.0,0.5,True,50.0,False,False,0.0,60.0,0.0,0,False,2.0,7,0,540,275,50.93,30.55,7.909,-3.231,0.172,0.088,1.452,65,186,19
2.0,0.5,False,0.0,False,True,0.0,0.0,0.0,0,False,2.0,7,0,430,270,62.79,30.74,8.481,-3.564,0.139,0.087,1.436,63,187,19
2.0,0.5,False,0.0,False,True,0.0,0.0,0.0,0,True,2.0,14,21,429,269,62.7,23.79,12.141,-3.608,0.139,0.087,1.429,59,205,4
2.0,0.5,True,50.0,True,False,80.0,60.0,0.0,0,False,2.0,14,0,367,207,56.4,28.99,7.949,-3.031,0.152,0.086,1.233,57,146,1
3.0,0.5,True,0.0,False,False,80.0,0.0,0.0,0,True,2.0,7,352,1074,619,57.64,28.27,9.494,-3.538,0.146,0.084,2.098,102,436,76
3.0,0.5,False,0.0,False,True,80.0,0.0,0.0,0,False,2.0,14,0,414,248,59.9,26.61,10.527,-3.625,0.141,0.084,1.33,61,182,4
3.0,1.0,True,50.0,False,False,0.0,60.0,0.0,0,False,2.0,7,0,540,275,50.93,44.73,7.295,-5.634,0.149,0.076,1.255,88,125,56
3.0,0.5,True,50.0,False,False,0.0,60.0,0.0,0,False,2.0,14,0,540,275,50.93,28.0,9.038,-3.313,0.145,0.074,1.227,72,196,2
3.0,0.5,True,0.0,True,False,0.0,60.0,0.0,3,True,2.0,14,99,377,199,52.79,24.12,10.213,-3.065,0.138,0.073,1.028,38,148,8
3.0,0.5,True,0.0,True,False,0.0,60.0,50.0,3,True,2.0,14,99,377,199,52.79,24.12,10.213,-3.065,0.138,0.073,1.028,38,148,8
3.0,0.5,True,0.0,False,False,0.0,60.0,0.0,0,False,2.0,7,0,572,292,51.05,31.16,7.708,-3.285,0.14,0.072,1.226,68,196,23
3.0,0.5,False,0.0,False,True,0.0,0.0,0.0,0,False,2.0,7,0,436,263,60.32,30.42,8.549,-3.571,0.115,0.07,1.13,59,183,20
3.0,0.5,False,0.0,False,False,0.0,60.0,0.0,0,True,2.0,14,80,593,326,54.97,25.15,10.641,-3.409,0.125,0.069,1.24,74,242,7
3.0,0.5,False,0.0,True,False,0.0,60.0,0.0,0,False,2.0,14,0,439,248,56.49,28.63,8.268,-3.145,0.123,0.069,1.093,66,175,4
3.0,0.5,False,50.0,False,False,0.0,60.0,0.0,0,True,2.0,14,65,558,300,53.76,24.67,10.73,-3.353,0.121,0.065,1.126,67,224,6
3.0,0.5,False,0.0,False,False,0.0,60.0,0.0,0,False,2.0,7,0,597,329,55.11,31.61,7.451,-3.28,0.112,0.062,1.12,87,218,21
2.0,0.5,False,0.0,True,False,0.0,60.0,0.0,0,True,2.0,14,74,428,247,57.71,24.29,10.301,-3.163,0.107,0.062,0.975,55,186,4
2.0,1.0,False,0.0,False,False,80.0,60.0,0.0,0,False,2.0,7,0,564,334,59.22,47.01,6.87,-5.901,0.102,0.06,1.1,115,151,65
2.0,0.5,False,0.0,True,False,0.0,60.0,0.0,0,False,2.0,14,0,432,250,57.87,28.0,8.515,-3.172,0.1,0.058,0.918,67,179,2
2.0,0.5,True,0.0,False,False,0.0,60.0,0.0,0,False,2.0,14,0,555,309,55.68,28.8,8.762,-3.402,0.102,0.057,0.995,84,219,2
2.0,1.0,True,50.0,False,False,80.0,60.0,0.0,0,False,2.0,7,0,502,280,55.78,45.36,7.043,-5.658,0.103,0.057,0.957,92,127,57
3.0,0.5,True,50.0,True,False,0.0,60.0,0.0,0,False,2.0,7,0,398,205,51.51,30.73,7.248,-3.055,0.111,0.057,0.822,52,140,8
3.0,0.5,True,0.0,True,False,0.0,60.0,0.0,3,True,2.0,7,99,377,199,52.79,29.15,7.646,-2.996,0.106,0.056,0.789,35,138,21
3.0,0.5,True,0.0,True,False,0.0,60.0,50.0,3,True,2.0,7,99,377,199,52.79,29.15,7.646,-2.996,0.106,0.056,0.789,35,138,21
2.0,0.5,True,0.0,False,False,80.0,0.0,0.0,0,False,2.0,7,0,1063,646,60.77,31.27,8.079,-3.545,0.089,0.054,1.382,149,436,56
2.0,1.0,False,0.0,False,False,0.0,60.0,0.0,0,False,2.0,7,0,587,340,57.92,46.76,6.895,-5.882,0.093,0.054,0.993,121,151,65
2.0,1.0,False,50.0,False,False,0.0,60.0,0.0,0,True,2.0,7,1180,535,295,55.14,40.34,8.666,-5.697,0.097,0.053,0.919,36,142,112
2.0,0.5,True,0.0,True,False,80.0,60.0,0.0,0,False,2.0,14,0,396,229,57.83,27.95,8.415,-3.137,0.091,0.053,0.798,59,164,3
2.0,0.5,True,0.0,True,False,0.0,60.0,0.0,3,True,2.0,7,99,365,204,55.89,29.41,7.604,-3.035,0.094,0.053,0.75,38,142,20
2.0,0.5,True,0.0,True,False,0.0,60.0,50.0,3,True,2.0,7,99,365,204,55.89,29.41,7.604,-3.035,0.094,0.053,0.75,38,142,20
2.0,1.0,False,50.0,False,False,80.0,60.0,0.0,0,False,2.0,7,0,529,311,58.79,46.62,6.827,-5.82,0.076,0.045,0.789,109,140,59
3.0,0.5,True,0.0,False,False,0.0,60.0,0.0,0,False,2.0,14,0,572,292,51.05,27.74,9.099,-3.375,0.085,0.044,0.746,75,209,3
2.0,0.5,True,0.0,True,False,0.0,60.0,0.0,3,True,2.0,14,99,365,204,55.89,24.51,9.868,-3.105,0.075,0.042,0.596,41,152,7
2.0,0.5,True,0.0,True,False,0.0,60.0,50.0,3,True,2.0,14,99,365,204,55.89,24.51,9.868,-3.105,0.075,0.042,0.596,41,152,7
3.0,0.5,False,0.0,False,False,0.0,60.0,0.0,0,True,2.0,7,80,593,326,54.97,27.91,8.729,-3.281,0.072,0.039,0.712,65,226,32
3.0,0.5,False,50.0,False,False,0.0,60.0,0.0,0,True,2.0,7,65,558,300,53.76,27.0,8.948,-3.211,0.072,0.039,0.67,58,211,28
2.0,1.0,False,50.0,False,False,80.0,60.0,0.0,0,True,2.0,7,1017,514,295,57.39,40.68,8.503,-5.717,0.068,0.039,0.667,38,144,109
3.0,0.5,False,0.0,False,False,80.0,60.0,0.0,0,False,2.0,7,0,573,322,56.2,31.37,7.41,-3.288,0.068,0.038,0.684,81,215,23
2.0,0.5,True,50.0,False,False,0.0,60.0,0.0,0,False,2.0,14,0,522,290,55.56,28.62,8.587,-3.346,0.069,0.038,0.654,79,206,1
2.0,0.5,True,0.0,False,False,0.0,0.0,0.0,0,False,2.0,7,0,1085,634,58.43,31.39,7.897,-3.521,0.063,0.037,0.922,152,428,49
3.0,1.0,False,50.0,False,False,80.0,60.0,0.0,0,True,2.0,7,1017,524,284,54.2,38.73,9.076,-5.627,0.068,0.037,0.619,38,141,100
2.0,0.5,False,0.0,False,True,80.0,0.0,0.0,0,False,2.0,7,0,408,255,62.5,29.8,8.661,-3.594,0.058,0.036,0.582,55,179,20
2.0,0.5,True,50.0,True,False,0.0,60.0,0.0,3,False,2.0,14,0,343,187,54.52,27.81,7.978,-2.98,0.067,0.036,0.498,49,134,1
2.0,0.5,True,50.0,True,False,0.0,60.0,50.0,3,False,2.0,14,0,343,187,54.52,27.81,7.978,-2.98,0.067,0.036,0.498,49,134,1
3.0,0.5,False,0.0,False,False,0.0,60.0,0.0,0,False,2.0,14,0,597,329,55.11,29.18,8.482,-3.405,0.064,0.035,0.635,93,231,2
2.0,0.5,True,0.0,False,False,0.0,0.0,0.0,0,True,2.0,7,393,1080,621,57.5,28.02,9.319,-3.548,0.057,0.033,0.816,109,438,68
2.0,0.5,True,50.0,True,False,0.0,60.0,0.0,3,False,2.0,7,0,343,187,54.52,29.95,7.179,-2.988,0.056,0.031,0.42,47,130,7
2.0,0.5,True,50.0,True,False,0.0,60.0,50.0,3,False,2.0,7,0,343,187,54.52,29.95,7.179,-2.988,0.056,0.031,0.42,47,130,7
3.0,0.5,True,50.0,True,False,0.0,60.0,0.0,3,False,2.0,14,0,356,185,51.97,27.03,8.234,-2.969,0.059,0.031,0.418,46,133,2
3.0,0.5,True,50.0,True,False,0.0,60.0,50.0,3,False,2.0,14,0,356,185,51.97,27.03,8.234,-2.969,0.059,0.031,0.418,46,133,2
3.0,0.5,True,0.0,False,False,80.0,0.0,0.0,0,True,2.0,14,352,1074,619,57.64,23.75,11.675,-3.578,0.045,0.026,0.639,125,461,27
3.0,0.5,True,50.0,False,False,0.0,60.0,0.0,0,True,2.0,7,135,534,268,50.19,27.61,8.57,-3.209,0.043,0.022,0.354,46,188,29
2.0,0.5,False,0.0,True,False,0.0,60.0,0.0,0,False,2.0,7,0,432,250,57.87,31.6,6.978,-3.168,0.038,0.022,0.351,64,170,14
3.0,0.5,False,0.0,True,False,0.0,60.0,0.0,0,False,2.0,7,0,439,248,56.49,31.45,6.941,-3.132,0.036,0.02,0.322,64,168,13
3.0,1.0,False,0.0,False,False,80.0,60.0,0.0,0,False,2.0,7,0,573,322,56.2,45.34,7.067,-5.8,0.034,0.019,0.344,109,147,62
2.0,0.5,False,0.0,True,False,80.0,60.0,0.0,0,False,2.0,14,0,411,246,59.85,27.24,8.561,-3.16,0.032,0.019,0.304,63,178,3
3.0,0.5,False,0.0,False,True,0.0,0.0,0.0,0,True,2.0,14,21,435,262,60.23,23.28,12.048,-3.616,0.031,0.019,0.304,55,201,5
3.0,0.5,False,0.0,False,True,80.0,0.0,0.0,0,False,2.0,7,0,414,248,59.9,29.44,8.742,-3.603,0.031,0.018,0.291,51,175,21
3.0,0.5,True,0.0,True,False,80.0,0.0,0.0,0,False,2.0,7,0,637,365,57.3,29.59,7.847,-3.256,0.029,0.017,0.318,83,253,26
3.0,0.5,True,0.0,True,False,80.0,60.0,0.0,0,False,2.0,7,0,407,223,54.79,31.39,6.798,-3.068,0.029,0.016,0.237,52,151,16
2.0,0.5,True,50.0,False,False,0.0,60.0,0.0,0,True,2.0,7,135,516,283,54.84,27.92,8.46,-3.24,0.026,0.014,0.237,51,199,29
2.0,0.5,False,0.0,True,False,80.0,60.0,0.0,0,False,2.0,7,0,411,246,59.85,31.3,6.986,-3.151,0.022,0.013,0.207,60,168,16
3.0,0.5,False,50.0,True,False,0.0,60.0,0.0,0,True,2.0,14,61,406,223,54.93,24.22,9.663,-3.056,0.024,0.013,0.193,49,167,4
3.0,0.5,True,50.0,True,False,0.0,60.0,0.0,0,True,2.0,14,131,394,202,51.27,23.76,9.815,-3.025,0.026,0.013,0.191,40,152,5
2.0,1.0,False,50.0,False,False,0.0,60.0,0.0,0,False,2.0,7,0,551,315,57.17,46.67,6.718,-5.838,0.021,0.012,0.218,115,139,58
3.0,0.5,False,50.0,False,False,0.0,60.0,0.0,0,False,2.0,7,0,561,302,53.83,30.13,7.581,-3.237,0.023,0.012,0.211,78,204,17
2.0,1.0,True,0.0,True,False,0.0,60.0,0.0,0,False,2.0,7,0,413,228,55.21,46.93,6.535,-5.749,0.016,0.009,0.132,75,110,39
3.0,0.5,True,0.0,True,False,0.0,60.0,0.0,0,True,2.0,14,134,422,219,51.9,23.74,10.122,-3.129,0.017,0.009,0.132,42,165,7
2.0,0.5,True,0.0,False,False,0.0,60.0,0.0,0,True,2.0,7,140,549,303,55.19,28.71,8.32,-3.332,0.013,0.007,0.129,56,211,32
2.0,0.5,False,50.0,True,False,80.0,60.0,0.0,0,True,2.0,14,45,379,221,58.31,23.53,9.955,-3.053,0.007,0.004,0.065,47,168,4
3.0,0.5,False,50.0,False,False,80.0,60.0,0.0,0,True,2.0,14,49,537,299,55.68,23.75,10.73,-3.334,0.006,0.003,0.053,64,226,6
3.0,0.5,True,0.0,False,False,0.0,0.0,0.0,0,False,2.0,14,0,1100,620,56.36,29.19,8.832,-3.64,0.001,0.0,0.012,162,429,21
2.0,0.5,False,0.0,False,False,0.0,0.0,50.0,0,False,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,False,0.0,0.0,50.0,0,False,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,False,0.0,0.0,50.0,0,True,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,False,0.0,0.0,50.0,0,True,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,False,0.0,60.0,50.0,0,False,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,False,0.0,60.0,50.0,0,False,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,False,0.0,60.0,50.0,0,True,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,False,0.0,60.0,50.0,0,True,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,False,80.0,0.0,50.0,0,False,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,False,80.0,0.0,50.0,0,False,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,False,80.0,0.0,50.0,0,True,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,False,80.0,0.0,50.0,0,True,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,False,80.0,60.0,50.0,0,False,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,False,80.0,60.0,50.0,0,False,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,False,80.0,60.0,50.0,0,True,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,False,80.0,60.0,50.0,0,True,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,True,0.0,0.0,50.0,0,False,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,True,0.0,0.0,50.0,0,False,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,True,0.0,0.0,50.0,0,True,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,True,0.0,0.0,50.0,0,True,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,True,0.0,60.0,50.0,0,False,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,True,0.0,60.0,50.0,0,False,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,True,0.0,60.0,50.0,0,True,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,True,0.0,60.0,50.0,0,True,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,True,80.0,0.0,50.0,0,False,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,True,80.0,0.0,50.0,0,False,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,True,80.0,0.0,50.0,0,True,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,True,80.0,0.0,50.0,0,True,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,True,80.0,60.0,50.0,0,False,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,True,80.0,60.0,50.0,0,False,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,True,80.0,60.0,50.0,0,True,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,False,True,80.0,60.0,50.0,0,True,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,False,0.0,0.0,50.0,0,False,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,False,0.0,0.0,50.0,0,False,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,False,0.0,0.0,50.0,0,True,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,False,0.0,0.0,50.0,0,True,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,False,0.0,60.0,50.0,0,False,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,False,0.0,60.0,50.0,0,False,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,False,0.0,60.0,50.0,0,True,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,False,0.0,60.0,50.0,0,True,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,False,80.0,0.0,50.0,0,False,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,False,80.0,0.0,50.0,0,False,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,False,80.0,0.0,50.0,0,True,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,False,80.0,0.0,50.0,0,True,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,False,80.0,60.0,50.0,0,False,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,False,80.0,60.0,50.0,0,False,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,False,80.0,60.0,50.0,0,True,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,False,80.0,60.0,50.0,0,True,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,True,0.0,0.0,50.0,0,False,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,True,0.0,0.0,50.0,0,False,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,True,0.0,0.0,50.0,0,True,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,True,0.0,0.0,50.0,0,True,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,True,0.0,60.0,50.0,0,False,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,True,0.0,60.0,50.0,0,False,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,True,0.0,60.0,50.0,0,True,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,True,0.0,60.0,50.0,0,True,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,True,80.0,0.0,50.0,0,False,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,True,80.0,0.0,50.0,0,False,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,True,80.0,0.0,50.0,0,True,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,True,80.0,0.0,50.0,0,True,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,True,80.0,60.0,50.0,0,False,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,True,80.0,60.0,50.0,0,False,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,True,80.0,60.0,50.0,0,True,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,0.0,True,True,80.0,60.0,50.0,0,True,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,50.0,False,False,0.0,0.0,50.0,0,False,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,50.0,False,False,0.0,0.0,50.0,0,False,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,0.5,False,50.0,False,False,0.0,0.0,50.0,0,True,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
